1291,920
1290,921
1288,921
1287,922
1285,922
1283,924
1282,924
1281,925
1280,925
1279,926
1277,926
1276,927
1274,927
1273,928
1271,928
1270,929
1269,929
1268,930
1267,930
1266,931
1265,931
1264,932
1262,932
1261,933
1259,933
1258,934
1257,934
1256,935
1255,935
1254,936
1253,936
1252,937
1250,937
1249,938
1248,938
1247,939
1246,939
1245,940
1242,940
1241,941
1238,941
1236,943
1235,943
1234,944
1233,944
1232,945
1231,945
1230,946
1228,946
1227,947
1226,947
1225,948
1221,948
1220,949
1218,949
1217,950
1216,950
1215,951
1214,951
1213,952
1212,952
1211,953
1209,953
1208,954
1207,954
1206,955
1205,955
1204,956
1203,956
1202,957
1201,957
1200,958
1199,958
1198,959
1195,959
1193,961
1192,961
1191,962
1190,962
1189,963
1187,963
1185,965
1183,965
1182,966
1180,966
1179,967
1178,967
1177,968
1176,968
1174,970
1171,970
1170,971
1168,971
1167,972
1166,972
1165,973
1164,973
1163,974
1161,974
1160,975
1158,975
1157,976
1156,976
1155,977
1153,977
1152,978
1149,978
1147,980
1146,980
1145,981
1144,981
1143,982
1142,982
1141,983
1140,983
1139,984
1137,984
1136,985
1135,985
1134,986
1132,986
1131,987
1129,987
1128,988
1127,988
1126,989
1125,989
1123,991
1122,991
1119,994
1119,997
1122,1000
1123,1000
1129,1006
1130,1006
1131,1007
1132,1007
1134,1009
1135,1009
1139,1013
1141,1013
1143,1015
1143,1016
1144,1017
1145,1017
1146,1018
1148,1018
1150,1020
1150,1021
1152,1023
1153,1023
1156,1026
1157,1026
1163,1032
1164,1032
1166,1034
1168,1034
1170,1036
1170,1037
1172,1039
1173,1039
1175,1041
1176,1041
1179,1044
1179,1045
1180,1046
1181,1046
1182,1047
1183,1047
1184,1048
1185,1048
1188,1051
1189,1051
1192,1054
1194,1054
1197,1057
1199,1057
1202,1060
1202,1061
1209,1068
1210,1068
1213,1071
1214,1071
1215,1072
1216,1072
1219,1075
1220,1075
1225,1080
1226,1080
1230,1084
1233,1084
1235,1086
1235,1087
1236,1087
1239,1090
1241,1090
1246,1095
1247,1095
1251,1099
1253,1099
1254,1100
1254,1101
1258,1105
1259,1105
1263,1109
1264,1109
1267,1112
1268,1111
1268,1110
1269,1109
1269,1108
1270,1107
1270,1103
1271,1102
1271,1098
1272,1097
1272,1089
1273,1088
1273,1083
1274,1082
1274,1077
1275,1076
1275,1069
1276,1068
1276,1061
1277,1060
1277,1055
1278,1054
1278,1047
1279,1046
1279,1042
1280,1041
1280,1032
1281,1031
1281,1026
1282,1025
1282,1017
1283,1016
1283,1009
1284,1008
1284,1003
1285,1002
1285,995
1286,994
1286,987
1287,986
1287,982
1288,981
1288,974
1289,973
1289,968
1290,967
1290,959
1291,958
1291,953
1292,952
1292,944
1293,943
1293,936
1294,935
1294,928
1295,927
1295,921
1294,920
