301,922
300,923
299,923
299,924
297,926
296,926
293,929
293,930
292,931
291,931
288,934
288,935
285,938
284,938
279,943
279,944
274,949
273,949
271,951
271,952
243,980
243,981
240,984
239,984
235,988
235,989
234,990
233,990
224,999
224,1000
218,1006
217,1006
216,1007
216,1008
215,1009
214,1009
214,1010
207,1017
207,1018
202,1023
201,1023
199,1025
199,1026
188,1037
187,1037
187,1038
186,1039
185,1039
185,1040
160,1065
159,1065
159,1066
158,1067
158,1070
161,1073
161,1074
179,1092
180,1092
183,1095
183,1096
187,1100
188,1100
189,1101
189,1102
191,1104
192,1104
225,1137
226,1137
251,1162
252,1162
253,1163
253,1164
257,1168
258,1168
259,1169
259,1170
260,1170
289,1199
290,1199
303,1212
304,1212
305,1213
307,1213
308,1212
310,1212
311,1211
312,1211
312,1210
316,1206
317,1206
319,1204
319,1203
326,1196
327,1196
334,1189
334,1188
362,1160
362,1159
391,1130
391,1129
394,1126
395,1126
399,1122
399,1121
401,1119
402,1119
402,1118
409,1111
409,1110
412,1107
413,1107
413,1106
423,1096
424,1096
427,1093
427,1092
429,1090
430,1090
449,1071
449,1070
450,1069
450,1066
447,1063
446,1063
442,1059
442,1058
439,1055
438,1055
429,1046
429,1045
425,1041
424,1041
418,1035
418,1034
417,1034
416,1033
416,1032
414,1030
413,1030
410,1027
410,1026
396,1012
395,1012
364,981
363,981
358,976
358,975
352,969
351,969
328,946
328,945
327,945
312,930
311,930
306,925
305,925
302,922
