829,754
828,755
819,755
818,756
814,756
813,757
799,757
798,758
787,758
786,759
778,759
777,760
773,760
772,761
766,761
765,762
761,762
760,763
749,763
748,764
738,764
737,765
732,765
731,766
721,766
720,767
710,767
709,768
706,768
705,769
704,769
701,772
701,774
700,775
700,776
699,777
699,781
698,782
698,785
697,786
697,790
696,791
696,795
695,796
695,800
694,801
694,804
693,805
693,808
692,809
692,813
691,814
691,819
690,820
690,822
689,823
689,827
688,828
688,831
687,832
687,836
686,837
686,840
685,841
685,846
684,847
684,849
683,850
683,852
682,853
682,856
681,857
681,863
680,864
680,869
679,870
679,873
678,874
678,878
677,879
677,884
676,885
676,891
675,892
675,897
676,898
676,899
677,899
678,900
679,900
680,901
681,901
682,902
683,902
685,904
686,904
688,906
689,906
690,907
690,908
691,908
693,910
694,910
696,912
698,912
700,914
701,914
702,915
703,915
706,918
708,918
710,920
711,920
712,921
714,921
715,922
716,922
717,923
718,923
720,925
721,925
723,927
724,927
726,929
727,929
728,930
729,930
730,931
731,931
733,933
734,933
736,935
737,935
739,937
740,937
741,938
742,938
743,939
744,939
745,940
746,940
747,941
748,941
749,942
750,942
752,944
753,944
755,946
756,946
757,947
758,947
759,948
760,948
761,949
762,949
763,950
764,950
767,953
768,953
769,954
770,954
771,955
772,955
773,956
775,956
777,958
778,958
779,959
780,959
781,960
782,960
786,964
787,964
788,965
790,965
805,950
806,950
809,947
810,947
816,941
817,941
821,937
822,937
841,918
842,918
846,914
847,914
861,900
862,900
868,894
868,893
871,890
872,890
875,887
876,887
883,880
884,880
886,878
886,877
887,876
887,870
886,869
886,867
885,866
885,865
884,864
884,863
883,862
883,860
882,859
882,858
881,857
881,856
880,855
880,854
879,853
879,851
878,850
878,849
877,848
877,847
876,846
876,844
874,842
874,841
873,840
873,839
872,838
872,836
871,835
871,833
870,832
870,830
868,828
868,827
867,826
867,825
866,824
866,823
865,822
865,821
864,820
864,818
863,817
863,816
862,815
862,813
861,812
861,811
860,810
860,808
858,806
858,804
856,802
856,800
855,799
855,797
854,796
854,795
853,794
853,793
852,792
852,790
850,788
850,786
849,785
849,784
848,783
848,781
847,780
847,779
846,778
846,777
845,776
845,775
844,774
844,772
842,770
842,769
841,768
841,767
840,766
840,764
838,762
838,760
837,759
837,758
835,756
835,755
833,755
832,754
